V1	Fortlaufende Nr	Patho-Nr	English	Tierart	scientific_name	sex	age	Entnahme	Tissue	Well_y	Well_x	Abbreviation	DNA (ng/µl)	Volume (µl)	DNA prep date	comment	Box	RRBS-status	Experiment ID	pre-BC_CT	Enrichment cycles	Pool	Adapter	FlowCell	lane	renamed	Experiment_new lib prep	pre-BC CT_uc	Adapter_uc	unconverted	renamed_uc	Experiment_unconverted	enrichtment_uc	Flowcell_uc	lane_uc
108	740	AC/761/10	Dice snake	Wuerfelnatter	Natrix tessellata	f	adult	28.12.2010	Liver		NA	DS_1_L	9,9	100	06.02.2016		2	prepped	AK14	14,02	14	2	TruSeq LT Index 18	218	2								NA	NA	NA
109	762	Z/19/11	Dice snake	Wuerfelnatter	Natrix tessellata	f	adult	13.01.2011	Heart		NA	DS_2_H	44,6	100	06.02.2016		2	prepped	AK14	11,36	14	2	TruSeq LT Index 19	218	2								NA	NA	NA
110	762	Z/19/11	Dice snake	Wuerfelnatter	Natrix tessellata	f	adult	13.01.2011	Liver		NA	DS_2_L	7,0	100	06.02.2016		2	prepped	AK14	10,91	14	2	TruSeq LT Index 20	218	2								NA	NA	NA
111	763	Z/20/11	Dice snake	Wuerfelnatter	Natrix tessellata	f	adult	13.01.2011	Heart		NA	DS_3_H	63,8	100	06.02.2016		2	prepped	AK14	9,18	12	2	TruSeq LT Index 21	218	2								NA	NA	NA
112	763	Z/20/11	Dice snake	Wuerfelnatter	Natrix tessellata	f	adult	13.01.2011	Liver		NA	DS_3_L	7,6	100	06.02.2016		2	prepped	AK14	13,20	14	2	TruSeq LT Index 22	218	2								NA	NA	NA
113	1480	AC/251/12	Humboldt penguin	Humboldtpinguin	Spheniscus humboldti	f	adult	07.05.2012	Heart		NA	HP_1_H	36,8	100	07.02.2016		3	prepped	AK14	8,77	12	3	TruSeq LT Index 23	218	3								NA	NA	NA
114	1480	AC/251/12	Humboldt penguin	Humboldtpinguin	Spheniscus humboldti	f	adult	07.05.2012	Liver		NA	HP_1_L	37,4	100	07.02.2016		3	prepped	AK14	8,55	12	3	TruSeq LT Index 25	218	3								NA	NA	NA
115	1480	AC/251/12	Humboldt penguin	Humboldtpinguin	Spheniscus humboldti	f	adult	07.05.2012	Spleen		NA	HP_1_S	296,0	300	07.02.2016		3	prepped	AK14	8,48	12	3	TruSeq LT Index 27	218	3								NA	NA	NA
116	1480	AC/251/12	Humboldt penguin	Humboldtpinguin	Spheniscus humboldti	f	adult	07.05.2012	Brain		NA	HP_1_B	31,8	100	07.02.2016		3	prepped	AK14	9,42	12	3	TruSeq LT Index 1	218	3								NA	NA	NA
117	2370	AC/525/13	Humboldt penguin	Humboldpinguin	Spheniscus humboldti	f	adult	09.08.2013	Heart		NA	HP_2_H	75,2	100	07.02.2016		3	prepped	AK14	10,61	12	3	TruSeq LT Index 2	218	3		AK_uc_newprep	9,54	TruSeq LT Index 21	HP_2_H_uc		AK_uc_33	7	391	7
118	2370	AC/525/13	Humboldt penguin	Humboldpinguin	Spheniscus humboldti	f	adult	09.08.2013	Liver		NA	HP_2_L	6,9	300	07.02.2016		3	prepped	AK14	13,59	14	2	TruSeq LT Index 3	218	2								NA	NA	NA
119	2370	AC/525/13	Humboldt penguin	Humboldpinguin	Spheniscus humboldti	f	adult	09.08.2013	Spleen		NA	HP_2_S	196,0	100	07.02.2016		3	prepped	AK14	8,35	12	3	TruSeq LT Index 4	218	3								NA	NA	NA
120	2370	AC/525/13	Humboldt penguin	Humboldpinguin	Spheniscus humboldti	f	adult	09.08.2013	Brain		NA	HP_2_B	47,6	50	08.02.2016	redo	3	prepped	AK14	11,05	14	8	TruSeq LT Index 5	218	8								NA	NA	NA
121	2460	Z/620/13	Humboldt penguin	Humboldpinguin	Spheniscus humboldti	f	adult	12.09.2013	Heart		NA	HP_3_H	48,6	100	07.02.2016		3	prepped	AK14	9,97	12	3	TruSeq LT Index 6	218	3								NA	NA	NA
122	2460	Z/620/13	Humboldt penguin	Humboldpinguin	Spheniscus humboldti	f	adult	12.09.2013	Liver		NA	HP_3_L	142,0	300	07.02.2016		3	prepped	AK14	8,49	12	3	TruSeq LT Index 7	218	3								NA	NA	NA
123	2460	Z/620/13	Humboldt penguin	Humboldpinguin	Spheniscus humboldti	f	adult	12.09.2013	Spleen		NA	HP_3_S	74,0	100	07.02.2016		3	prepped	AK14	10,02	12	3	TruSeq LT Index 8	218	3								NA	NA	NA
124	2460	Z/620/13	Humboldt penguin	Humboldpinguin	Spheniscus humboldti	f	adult	12.09.2013	Brain		NA	HP_3_B	82,8	50	08.02.2016	redo	3	prepped	AK14	11,30	14	8	TruSeq LT Index 9	218	8								NA	NA	NA
125	372	Z/344/10	Mossy frog	Moosfrosch	Theloderma	m	adult	29.06.2010	Liver		NA	MF_1_L	58,2	100	07.02.2016		3	prepped	AK14	8,25	12	4	TruSeq LT Index 10	218	4								NA	NA	NA
126	372	Z/344/10	Mossy frog	Moosfrosch	Theloderma	m	adult	29.06.2010	Muscle		NA	MF_1_M	4,8	100	07.02.2016		3	prepped	AK14	8,38	12	4	TruSeq LT Index 11	218	4								NA	NA	NA
127	447	Z/424/10	Mossy frog	Moosfrosch	Theloderma	m	adult	30.07.2010	Heart		NA	MF_2_H	93,6	50	07.02.2016		3	prepped	AK14	10,35	12	4	TruSeq LT Index 12	218	4								NA	NA	NA
128	447	Z/424/10	Mossy frog	Moosfrosch	Theloderma	m	adult	30.07.2010	Liver		NA	MF_2_L	138,0	100	07.02.2016		3	prepped	AK14	9,37	12	4	TruSeq LT Index 13	218	4		AK_uc_newprep	8,99	TruSeq LT Index 27	MF_2_L_uc		AK_uc_31	7	391	5
129	447	Z/424/10	Mossy frog	Moosfrosch	Theloderma	m	adult	30.07.2010	Brain		NA	MF_2_B	96,6	50	07.02.2016		3	prepped	AK14	9,77	12	4	TruSeq LT Index 14	218	4								NA	NA	NA
130	447	Z/424/10	Mossy frog	Moosfrosch	Theloderma	m	adult	30.07.2010	Muscle		NA	MF_2_M	0,0	100	08.02.2016	redo	3	failed DNA						failed	failed								NA	NA	NA
131	2540	Z/722/13	Mossy frog	Moosfrosch	Theloderma	m	adult	06.11.2013	Heart		NA	MF_3_H	128,0	100	07.02.2016		3	prepped	AK14	12,19	15	4	TruSeq LT Index 15	218	4								NA	NA	NA
132	2540	Z/722/13	Mossy frog	Moosfrosch	Theloderma	m	adult	06.11.2013	Liver		NA	MF_3_L	152,0	100	07.02.2016		3	prepped	AK14	11,47	15	4	TruSeq LT Index 16	218	4								NA	NA	NA
133	2540	Z/722/13	Mossy frog	Moosfrosch	Theloderma	m	adult	06.11.2013	Muscle		NA	MF_3_M	3,3	100	08.02.2016	redo	3	prepped	AK14	11,58	15	4	TruSeq LT Index 18	218	4								NA	NA	NA
134	101	AC/10/10	Pricklenape agama	Nackenstachler	Acanthosaura	f	adult	19.01.2010	Heart	A	1	PA_1_H	74,15	70	19.02.2016		4	prepped	AK14	11,76	15	9	TruSeq LT Index 19	220	3		AK_uc_newprep	10,31	TruSeq LT Index 12	PA_1_H_uc		AK_uc_32	9	391	6
135	101	AC/10/10	Pricklenape agama	Nackenstachler	Acanthosaura	f	adult	19.01.2010	Liver	A	2	PA_1_L	89,33	70	19.02.2016		4	prepped	AK14	10,45	14	8	TruSeq LT Index 20	218	8								NA	NA	NA
136	101	AC/10/10	Pricklenape agama	Nackenstachler	Acanthosaura	f	adult	19.01.2010	Lung	A	3	PA_1_LU	151,31	70	19.02.2016		4	prepped	AK14	10,10	13	9	TruSeq LT Index 21	220	3								NA	NA	NA
137	3291	AC/798/14	Pricklenape agama	Nackenstachler	Acanthosaura	m	adult	16.10.2014	Heart	A	4	PA_2_H	31,38	70	19.02.2016		4	prepped	AK14	12,77	15	6	TruSeq LT Index 22	218	6								NA	NA	NA
138	3291	AC/798/14	Pricklenape agama	Nackenstachler	Acanthosaura	m	adult	16.10.2014	Liver	A	5	PA_2_L	151,03	70	19.02.2016		4	prepped	AK14	10,12	13	9	TruSeq LT Index 23	220	3								NA	NA	NA
139	3291	AC/798/14	Pricklenape agama	Nackenstachler	Acanthosaura	m	adult	16.10.2014	Lung	A	6	PA_2_LU	16,59	70	19.02.2016	redone box 6	4	prepped	AK14	9,87	13	9	TruSeq LT Index 25	220	3								NA	NA	NA
140	189	Z/122/10	Cheetah	Gepard	Acinonyx	f	adult	18.03.2010	Heart	A	7	CH_1_H	5,97	70	19.02.2016	redone box 6	4	prepped	AK14	7,15	11	1	TruSeq LT Index 27	216	4								NA	NA	NA
141	189	Z/122/10	Cheetah	Gepard	Acinonyx	f	adult	18.03.2010	Spleen	A	8	CH_1_S	147,39	70	19.02.2016		4	prepped	AK14	9,76	11	1	TruSeq LT Index 1	216	4								NA	NA	NA
142	189	Z/122/10	Cheetah	Gepard	Acinonyx	f	adult	18.03.2010	Lung	A	9	CH_1_LU	14,78	70	19.02.2016	redone box 6	4	prepped	AK14	10,73	15	1	TruSeq LT Index 2	216	4								NA	NA	NA
143	189	Z/122/10	Cheetah	Gepard	Acinonyx	f	adult	18.03.2010	Lymphnode	A	10	CH_1_LN	27,35	70	19.02.2016	redone box 6	4	prepped	AK14	13,04	15	1	TruSeq LT Index 3	216	4								NA	NA	NA
144	4220	CB/1042/15	Cheetah	Gepard	Acinonyx	f	adult	09.12.2015	Heart	A	11	CH_2_H	4,83	70	19.02.2016	redone box 6	4	prepped	AK14	7,50	11	1	TruSeq LT Index 4	216	4								NA	NA	NA
145	4220	CB/1042/15	Cheetah	Gepard	Acinonyx	f	adult	09.12.2015	Liver	A	12	CH_2_L	118,24	70	19.02.2016	redone box 6	4	prepped	AK14	11,33	15	1	TruSeq LT Index 5	216	4								NA	NA	NA
146	4220	CB/1042/15	Cheetah	Gepard	Acinonyx	f	adult	09.12.2015	Spleen	B	1	CH_2_S	127,79	70	19.02.2016		4	prepped	AK14	10,11	11	1	TruSeq LT Index 6	216	4								NA	NA	NA
147	4220	CB/1042/15	Cheetah	Gepard	Acinonyx	f	adult	09.12.2015	Lung	B	2	CH_2_LU	-1,10	70	19.02.2016	redone box 6	4	failed DNA						failed	failed								NA	NA	NA
148	4220	CB/1042/15	Cheetah	Gepard	Acinonyx	f	adult	09.12.2015	Lymphnode	B	3	CH_2_LN	10,39	70	19.02.2016		4	prepped	AK14	9,98	11	1	TruSeq LT Index 7	216	4								NA	NA	NA
149	2499	AC/664/13	Vulturine guineafowl	Geierperlhuhn	Acryllium vulturinum	m	adult	01.10.2013	Heart	B	4	VG_1_H	3,80	70	19.02.2016	redone box 6	4	failed DNA						failed	failed								NA	NA	NA
150	2499	AC/664/13	Vulturine guineafowl	Geierperlhuhn	Acryllium vulturinum	m	adult	01.10.2013	Liver	B	5	VG_1_L	112,11	70	19.02.2016		4	prepped	AK14	10,26	13	7	TruSeq LT Index 8	218	7								NA	NA	NA
151	2499	AC/664/13	Vulturine guineafowl	Geierperlhuhn	Acryllium vulturinum	m	adult	01.10.2013	Spleen	B	6	VG_1_S	44,49	70	19.02.2016		4	prepped	AK14	11,31	15	6	TruSeq LT Index 9	218	6								NA	NA	NA
152	2499	AC/664/13	Vulturine guineafowl	Geierperlhuhn	Acryllium vulturinum	m	adult	01.10.2013	Lung	B	7	VG_1_LU	-0,80	70	19.02.2016	redone box 6	4	failed DNA						failed	failed								NA	NA	NA
153	2499	AC/664/13	Vulturine guineafowl	Geierperlhuhn	Acryllium vulturinum	m	adult	01.10.2013	Brain	B	8	VG_1_B	12,97	70	19.02.2016		4	prepped	AK14	8,81	13	6	TruSeq LT Index 10	218	6		AK_uc_newprep	10,18	TruSeq LT Index 8	VG_1_B_uc		AK_uc_28	8	391	2
154	2977	Z/392/14	Vulturine guineafowl	Geierperlhuhn	Acryllium vulturinum	f	adult	27.05.2014	Heart	B	9	VG_2_H	23,88	70	19.02.2016	maybe to redo	4	prepped	AK14	8,96	13	6	TruSeq LT Index 11	218	6								NA	NA	NA
155	2977	Z/392/14	Vulturine guineafowl	Geierperlhuhn	Acryllium vulturinum	f	adult	27.05.2014	Liver	B	10	VG_2_L	129,04	70	19.02.2016		4	prepped	AK14	11,41	15	6	TruSeq LT Index 12	218	6								NA	NA	NA
156	2977	Z/392/14	Vulturine guineafowl	Geierperlhuhn	Acryllium vulturinum	f	adult	27.05.2014	Spleen	B	11	VG_2_S	137,79	70	19.02.2016		4	prepped	AK14	10,95	13	6	TruSeq LT Index 13	218	6								NA	NA	NA
157	2977	Z/392/14	Vulturine guineafowl	Geierperlhuhn	Acryllium vulturinum	f	adult	27.05.2014	Lung	B	12	VG_2_LU	95,70	70	19.02.2016		4	prepped	AK14	10,03	13	6	TruSeq LT Index 14	218	6								NA	NA	NA
158	2977	Z/392/14	Vulturine guineafowl	Geierperlhuhn	Acryllium vulturinum	f	adult	27.05.2014	Brain	C	1	VG_2_B	51,50	70	19.02.2016		4	prepped	AK14	11,97	15	9	TruSeq LT Index 15	220	3								NA	NA	NA
159	538	Z/546/10	Red panda	Roter Panda	Ailurus fulgens	f	adult	14.09.2010	Heart	C	2	RP_1_H	72,51	70	19.02.2016		4	prepped	AK15	9,01	11	2	TruSeq LT Index 25	219	3					RP_1_H_uc		AK_uc_03	6	283	5
160	538	Z/546/10	Red panda	Roter Panda	Ailurus fulgens	f	adult	14.09.2010	Liver	C	3	RP_1_L	144,55	70	19.02.2016		4	prepped	AK15	9,28	11	2	TruSeq LT Index 27	219	3								NA	NA	NA
161	538	Z/546/10	Red panda	Roter Panda	Ailurus fulgens	f	adult	14.09.2010	Spleen	C	4	RP_1_S	156,74	70	19.02.2016		4	prepped	AK15	10,07	14	2	TruSeq LT Index 1	219	3								NA	NA	NA
162	538	Z/546/10	Red panda	Roter Panda	Ailurus fulgens	f	adult	14.09.2010	Lung	C	5	RP_1_LU	91,68	70	19.02.2016		4	prepped	AK15	9,34	14	2	TruSeq LT Index 2	219	3								NA	NA	NA
163	538	Z/546/10	Red panda	Roter Panda	Ailurus fulgens	f	adult	14.09.2010	Lymphnode	C	6	RP_1_LN	132,01	70	19.02.2016		4	prepped	AK15	8,26	11	2	TruSeq LT Index 3	219	3								NA	NA	NA
164	1911	AC/931/12	Red panda	Roter Panda	Ailurus fulgens	f	juvenil	14.12.2012	Heart	C	7	RP_2_H	8,44	70	19.02.2016		4	prepped	AK15	5,45	11	2	TruSeq LT Index 4	219	3								NA	NA	NA
165	1911	AC/931/12	Red panda	Roter Panda	Ailurus fulgens	f	juvenil	14.12.2012	Liver	C	8	RP_2_L	100,28	70	19.02.2016		4	prepped	AK15	11,16	16	8	TruSeq LT Index 5	219	8								NA	NA	NA
166	1911	AC/931/12	Red panda	Roter Panda	Ailurus fulgens	f	juvenil	14.12.2012	Spleen	C	9	RP_2_S	31,19	70	19.02.2016		4	prepped	AK15	8,65	11	2	TruSeq LT Index 6	219	3								NA	NA	NA
167	1911	AC/931/12	Red panda	Roter Panda	Ailurus fulgens	f	juvenil	14.12.2012	Lung	C	10	RP_2_LU	21,37	70	19.02.2016		4	prepped	AK15	8,29	11	2	TruSeq LT Index 7	219	3								NA	NA	NA
168	1911	AC/931/12	Red panda	Roter Panda	Ailurus fulgens	f	juvenil	14.12.2012	Brain	C	11	RP_2_B	60,22	70	19.02.2016		4	prepped	AK15	9,43	14	2	TruSeq LT Index 8	219	3								NA	NA	NA
169	3133	AC/606/14	Mole salamander	Querzahnmolch	Ambystoma	f	adult	09.07.2014	Heart	C	12	MS_1_H	126,36	70	19.02.2016		4	prepped	AK14	11,31	13	9	TruSeq LT Index 16	220	3								NA	NA	NA
170	3133	AC/606/14	Mole salamander	Querzahnmolch	Ambystoma	f	adult	09.07.2014	Liver	D	1	MS_1_L	145,33	70	19.02.2016		4	prepped	AK14	15,68	18	7	TruSeq LT Index 18	218	7								NA	NA	NA
171	3133	AC/606/14	Mole salamander	Querzahnmolch	Ambystoma	f	adult	09.07.2014	Lung	D	2	MS_1_LU	157,90	70	19.02.2016		4	prepped	AK14	13,52	15	1	TruSeq LT Index 19	216	4								NA	NA	NA
172	3137	AC/612/14	Mole salamander	Querzahnmolch	Ambystoma	f	adult	15.07.2014	Liver	D	3	MS_2_L	143,89	70	19.02.2016		4	prepped	AK14	12,32	15	9	TruSeq LT Index 20	220	3								NA	NA	NA
173	3137	AC/612/14	Mole salamander	Querzahnmolch	Ambystoma	f	adult	15.07.2014	Lung	D	4	MS_2_LU	44,10	70	19.02.2016	might be contaminated with E4 (check lab book)	4	prepped	AK14	9,82	11	8	TruSeq LT Index 21	218	8		AK_uc_newprep	13,625	TruSeq LT Index 22	MS_2_LU_uc		AK_uc_31	10	391	5
174	2105	Z/223/13	Bactrian camel	Trampeltier	Camelus ferus	f	adult	11.04.2013	Heart	D	5	BC_1_H	4,53	70	19.02.2016		4	prepped	AK15	8,49	12	3	TruSeq LT Index 9	219	4								NA	NA	NA
175	2105	Z/223/13	Bactrian camel	Trampeltier	Camelus ferus	f	adult	11.04.2013	Liver	D	6	BC_1_L	8,31	70	19.02.2016		4	prepped	AK15	6,52	12	3	TruSeq LT Index 10	219	4					BC_1_L_uc		AK_uc_28	7	391	2
176	2105	Z/223/13	Bactrian camel	Trampeltier	Camelus ferus	f	adult	11.04.2013	Spleen	D	7	BC_1_S	11,15	70	19.02.2016		4	prepped	AK15	8,33	12	3	TruSeq LT Index 11	219	4								NA	NA	NA
177	2105	Z/223/13	Bactrian camel	Trampeltier	Camelus ferus	f	adult	11.04.2013	Lung	D	8	BC_1_LU	63,38	70	19.02.2016		4	prepped	AK15	8,95	12	3	TruSeq LT Index 12	219	4								NA	NA	NA
178	2105	Z/223/13	Bactrian camel	Trampeltier	Camelus ferus	f	adult	11.04.2013	Lymphnode	D	9	BC_1_LN	60,71	70	19.02.2016		4	prepped	AK15	8,94	12	3	TruSeq LT Index 13	219	4								NA	NA	NA
179	3716	Z/362/15	Bactrian camel	Trampeltier	Camelus ferus	m	adult	15.05.2015	Heart	D	10	BC_2_H	5,16	70	19.02.2016		4	prepped	AK15	7,79	12	3	TruSeq LT Index 14	219	4								NA	NA	NA
180	3716	Z/362/15	Bactrian camel	Trampeltier	Camelus ferus	m	adult	15.05.2015	Liver	D	11	BC_2_L	97,32	70	19.02.2016	maybe to redo	4	prepped	AK15	11,11	13	3	TruSeq LT Index 15	219	4								NA	NA	NA
181	3716	Z/362/15	Bactrian camel	Trampeltier	Camelus ferus	m	adult	15.05.2015	Spleen	D	12	BC_2_S	124,82	70	19.02.2016	maybe to redo	4	prepped	AK15	10,08	13	3	TruSeq LT Index 16	219	4								NA	NA	NA
182	3716	Z/362/15	Bactrian camel	Trampeltier	Camelus ferus	m	adult	15.05.2015	Lung	E	1	BC_2_LU	0,74	70	19.02.2016	redone box 6	4	failed DNA						failed	failed								NA	NA	NA
183	3716	Z/362/15	Bactrian camel	Trampeltier	Camelus ferus	m	adult	15.05.2015	Lymphnode	E	2	BC_2_LN	1,70	70	19.02.2016	redone box 6	4	failed DNA						failed	failed								NA	NA	NA
184	3076	AC/549/14	Helmeted water toad	Chil. Helmkopf	Caudiverbera caudiverbera	f	NA	02.07.2014	Heart	E	3	HT_1_H	76,07	70	19.02.2016		4	prepped	AK15	10,96	13	4	TruSeq LT Index 19	219	5					HT_1_H_uc		AK_uc_04	8	283	6
185	3076	AC/549/14	Helmeted water toad	Chil. Helmkopf	Caudiverbera caudiverbera	f	NA	02.07.2014	Liver	E	4	HT_1_L	34,55	70	19.02.2016		4	prepped	AK15	9,48	13	4	TruSeq LT Index 20	219	5								NA	NA	NA
186	3076	AC/549/14	Helmeted water toad	Chil. Helmkopf	Caudiverbera caudiverbera	f	NA	02.07.2014	Lung	E	5	HT_1_LU	144,70	70	19.02.2016		4	prepped	AK15	8,77	13	4	TruSeq LT Index 21	219	5								NA	NA	NA
187	3077	AC/550/14	Helmeted water toad	Chil. Helmkopf	Caudiverbera caudiverbera	f	NA	02.07.2014	Heart	E	6	HT_2_H	91,94	70	19.02.2016		4	prepped	AK15	11,07	13	4	TruSeq LT Index 22	219	5								NA	NA	NA
188	3077	AC/550/14	Helmeted water toad	Chil. Helmkopf	Caudiverbera caudiverbera	f	NA	02.07.2014	Liver	E	7	HT_2_L	12,61	70	19.02.2016		4	prepped	AK15	7,98	13	4	TruSeq LT Index 23	219	5								NA	NA	NA
189	3077	AC/550/14	Helmeted water toad	Chil. Helmkopf	Caudiverbera caudiverbera	f	NA	02.07.2014	Lung	E	8	HT_2_LU	22,97	70	19.02.2016		4	prepped	AK15	9,26	13	4	TruSeq LT Index 25	219	5								NA	NA	NA
190	1749	AC/734/12	Veiled chameleon	Jemenchamaeleon	Chamaeleo calyptratus	f	adult	24.10.2012	Heart	E	9	VC_1_H	146,78	70	19.02.2016		4	prepped	AK15	8,46	12	4	TruSeq LT Index 27	219	5								NA	NA	NA
191	1749	AC/734/12	Veiled chameleon	Jemenchamaeleon	Chamaeleo calyptratus	f	adult	24.10.2012	Liver	E	10	VC_1_L	129,51	70	19.02.2016		4	prepped	AK15	8,78	12	4	TruSeq LT Index 1	219	5								NA	NA	NA
192	1749	AC/734/12	Veiled chameleon	Jemenchamaeleon	Chamaeleo calyptratus	f	adult	24.10.2012	Lung	E	11	VC_1_LU	145,55	70	19.02.2016		4	prepped	AK15	9,36	12	4	TruSeq LT Index 2	219	5								NA	NA	NA
193	1750	AC/735/12	Veiled chameleon	Jemenchamaeleon	Chamaeleo calyptratus	f	adult	24.10.2012	Heart	E	12	VC_2_H	22,43	70	19.02.2016		4	prepped	AK15	9,02	12	4	TruSeq LT Index 3	219	5					VC_2_H_uc		AK_uc_03	6	283	5
194	1750	AC/735/12	Veiled chameleon	Jemenchamaeleon	Chamaeleo calyptratus	f	adult	24.10.2012	Liver	F	1	VC_2_L	107,84	70	19.02.2016		4	prepped	AK15	7,54	12	4	TruSeq LT Index 4	219	5								NA	NA	NA
195	1750	AC/735/12	Veiled chameleon	Jemenchamaeleon	Chamaeleo calyptratus	f	adult	24.10.2012	Lung	F	2	VC_2_LU	141,72	70	19.02.2016		4	prepped	AK15	12,02	14	7	TruSeq LT Index 5	219	7								NA	NA	NA
196	255	Z/205/10	Crow	Kraehe	Corvus	m	adult	14.04.2010	Heart	F	3	CR_1_H	50,35	70	19.02.2016		4	prepped	AK15	8,64	11	6	TruSeq LT Index 6	219	6								NA	NA	NA
197	255	Z/205/10	Crow	Kraehe	Corvus	m	adult	14.04.2010	Liver	F	4	CR_1_L	149,00	70	19.02.2016		4	prepped	AK15	8,21	11	6	TruSeq LT Index 7	219	6								NA	NA	NA
198	255	Z/205/10	Crow	Kraehe	Corvus	m	adult	14.04.2010	Spleen	F	5	CR_1_S	150,75	70	19.02.2016		4	prepped	AK15	10,03	14	7	TruSeq LT Index 8	219	7								NA	NA	NA
199	255	Z/205/10	Crow	Kraehe	Corvus	m	adult	14.04.2010	Lung	F	6	CR_1_LU	36,33	70	19.02.2016		4	prepped	AK15	9,26	11	6	TruSeq LT Index 9	219	6								NA	NA	NA
200	255	Z/205/10	Crow	Kraehe	Corvus	m	adult	14.04.2010	Brain	F	7	CR_1_B	77,06	70	19.02.2016		4	prepped	AK15	8,81	11	6	TruSeq LT Index 10	219	6								NA	NA	NA
201	265	Z/215/10	Crow	Kraehe	Corvus	f	adult	21.04.2010	Heart	F	8	CR_2_H	135,22	70	19.02.2016		4	prepped	AK15	8,51	11	6	TruSeq LT Index 11	219	6								NA	NA	NA
202	265	Z/215/10	Crow	Kraehe	Corvus	f	adult	21.04.2010	Liver	F	9	CR_2_L	111,80	70	19.02.2016		4	prepped	AK15	10,52	14	7	TruSeq LT Index 12	219	7								NA	NA	NA
203	265	Z/215/10	Crow	Kraehe	Corvus	f	adult	21.04.2010	Spleen	F	10	CR_2_S	135,01	70	19.02.2016		4	prepped	AK15	9,73	11	6	TruSeq LT Index 13	219	6					CR_2_S_uc		AK_uc_18	6	362	8
204	265	Z/215/10	Crow	Kraehe	Corvus	f	adult	21.04.2010	Lung	F	11	CR_2_LU	144,00	70	19.02.2016		4	prepped	AK15	10,18	14	7	TruSeq LT Index 14	219	7								NA	NA	NA
205	265	Z/215/10	Crow	Kraehe	Corvus	f	adult	21.04.2010	Brain	F	12	CR_2_B	29,17	70	19.02.2016		4	prepped	AK15	11,21	14	7	TruSeq LT Index 15	219	7								NA	NA	NA
206	724	Z/745/10	Pouched rats	Hamsterratte	Cricetomyinae	f	adult	14.12.2010	Heart	G	1	PR_1_H	32,82	70	19.02.2016		4	prepped	AK15	10,51	14	7	TruSeq LT Index 16	219	7								NA	NA	NA
207	724	Z/745/10	Pouched rats	Hamsterratte	Cricetomyinae	f	adult	14.12.2010	Liver	G	2	PR_1_L	46,32	70	19.02.2016		4	prepped	AK15	12,52	14	7	TruSeq LT Index 18	219	7								NA	NA	NA
208	724	Z/745/10	Pouched rats	Hamsterratte	Cricetomyinae	f	adult	14.12.2010	Spleen	G	3	PR_1_S	134,11	70	19.02.2016		4	prepped	AK15	11,24	14	7	TruSeq LT Index 19	219	7								NA	NA	NA
209	724	Z/745/10	Pouched rats	Hamsterratte	Cricetomyinae	f	adult	14.12.2010	Lung	G	4	PR_1_LU	0,50	70	19.02.2016	redone box 6	4	failed DNA		10,06				failed	failed								NA	NA	NA
210	729	Z/753/10	Pouched rats	Hamsterratte	Cricetomyinae	f	adult	20.12.2010	Heart	G	5	PR_2_H	39,92	70	19.02.2016		4	prepped	AK15	10,00	13	6	TruSeq LT Index 21	219	6								NA	NA	NA
211	729	Z/753/10	Pouched rats	Hamsterratte	Cricetomyinae	f	adult	20.12.2010	Liver	G	6	PR_2_L	115,32	70	19.02.2016	maybe to redo	4	prepped	AK15	12,19	14	7	TruSeq LT Index 22	219	7								NA	NA	NA
212	729	Z/753/10	Pouched rats	Hamsterratte	Cricetomyinae	f	adult	20.12.2010	Spleen	G	7	PR_2_S	136,29	70	19.02.2016		4	prepped	AK15	8,91	13	6	TruSeq LT Index 23	219	6								NA	NA	NA
213	729	Z/753/10	Pouched rats	Hamsterratte	Cricetomyinae	f	adult	20.12.2010	Lung	G	8	PR_2_LU	5,29	70	19.02.2016		4	prepped	AK15	7,12	13	6	TruSeq LT Index 25	219	6					PR_2_LU_uc		AK_uc_28	8	391	2
214	729	Z/753/10	Pouched rats	Hamsterratte	Cricetomyinae	f	adult	20.12.2010	Lymphnode	G	9	PR_2_LN	126,04	70	19.02.2016	maybe to redo	4	prepped	AK15	8,83	13	6	TruSeq LT Index 27	219	6								NA	NA	NA
215	729	Z/753/10	Pouched rats	Hamsterratte	Cricetomyinae	f	adult	20.12.2010	Brain	G	10	PR_2_B	31,42	70	19.02.2016		4	prepped	AK15	9,76	13	6	TruSeq LT Index 1	219	6								NA	NA	NA
216	934	Z/459/11	Crocodile	Krokodil	Crocodylia	m	juvenil	21.06.2011	Heart	G	11	CD_1_H	-0,04	70	19.02.2016	redone box 6	4	failed DNA						failed	failed								NA	NA	NA
217	934	Z/459/11	Crocodile	Krokodil	Crocodylia	m	juvenil	21.06.2011	Liver	G	12	CD_1_L	111,15	70	19.02.2016		4	prepped	AK15	7,99	13	5	TruSeq LT Index 3	223	2								NA	NA	NA
218	934	Z/459/11	Crocodile	Krokodil	Crocodylia	m	juvenil	21.06.2011	Spleen	H	1	CD_1_S	129,18	70	19.02.2016		4	prepped	AK15	7,36	13	5	TruSeq LT Index 4	223	2								NA	NA	NA
219	934	Z/459/11	Crocodile	Krokodil	Crocodylia	m	juvenil	21.06.2011	Lung	H	2	CD_1_LU	10,38	70	19.02.2016		4	prepped	AK15	10,67	13	5	TruSeq LT Index 5	223	2					CD_1_LU_uc		AK_uc_04	8	283	6
